MESSAGEID	LATITUDE	LONGITUDE	MESSAGEDATE	EMOTION
276367624449978369	48.3703989	10.9081171	2012-12-05 05:49:10	1
276367621421682688	52.52166334	13.44120727	2012-12-05 05:49:10	7
276367643110408193	52.51304771	13.45009759	2012-12-05 05:49:15	1
276367630087118848	52.5285486	13.30412368	2012-12-05 05:49:12	1
276369083585404928	51.36583652	6.72226947	2012-12-05 05:54:58	1
276369077721776128	51.3335614	6.2131963	2012-12-05 05:54:57	1
276369112173793280	52.49920032	13.61945282	2012-12-05 05:55:05	6
276369101864185857	50.6563515	11.9741036	2012-12-05 05:55:03	2
276369115550208000	47.7791171	9.5881868	2012-12-05 05:55:06	1
276369113960554496	51.2094509	6.8395023	2012-12-05 05:55:06	7
276369117215350785	51.5137445	7.474268	2012-12-05 05:55:06	2
276369117160816642	51.4909619	7.4367698	2012-12-05 05:55:06	1
276346407005347840	52.5053977	13.3295741	2012-12-05 04:24:52	1
276346393118011392	50.582082	8.665756	2012-12-05 04:24:49	1
276346447778156546	50.080024	8.23026371	2012-12-05 04:25:02	1
276346435769872384	52.27839801	9.6123166	2012-12-05 04:24:59	7
276347959027826689	50.78101758	6.07924845	2012-12-05 04:31:02	1
276347955831795713	52.52865915	13.30406554	2012-12-05 04:31:01	7
276347982008446976	48.1210728	11.5997374	2012-12-05 04:31:07	1
276347976878813184	50.2311762	12.8484646	2012-12-05 04:31:06	1
276348008281559041	53.88941986	10.71303215	2012-12-05 04:31:14	1
276347997787410432	49.4782946	10.7229467	2012-12-05 04:31:11	1
276348045996740608	53.60710264	10.11815301	2012-12-05 04:31:23	5
276348043463385088	49.02719137	8.38594321	2012-12-05 04:31:22	1
276349715619119105	52.49925385	13.37416615	2012-12-05 04:38:01	3
276348062266437633	49.46457256	11.05119426	2012-12-05 04:31:27	3
276349718001504257	50.08905292	14.42986604	2012-12-05 04:38:01	1
276349726020997120	52.12034246	11.62771382	2012-12-05 04:38:03	1
276349720287399937	50.70426786	7.13725234	2012-12-05 04:38:02	7
276349737559527424	48.36565676	10.90587582	2012-12-05 04:38:06	1
276349734669664256	52.930482	10.529257	2012-12-05 04:38:05	1
276351309358174208	51.05045175	13.7381086	2012-12-05 04:44:21	7
276351307860819968	52.32558055	10.22724457	2012-12-05 04:44:20	1
276351325862768642	52.23461667	10.44849027	2012-12-05 04:44:25	1
276351310142513152	52.31823	9.80129	2012-12-05 04:44:21	7
276351364429389824	52.44931795	13.31880202	2012-12-05 04:44:34	1
276351370603425792	51.30321597	6.27128123	2012-12-05 04:44:35	1
276351385593843712	49.74580002	6.68603516	2012-12-05 04:44:39	1
276351383312138240	51.313335	12.374148	2012-12-05 04:44:38	2
276351385782599680	50.08161693	14.42700727	2012-12-05 04:44:39	7
276352976510140416	50.6468348	11.9851431	2012-12-05 04:50:58	1
276352974538825728	50.160128	13.8957416	2012-12-05 04:50:58	1
276352999297781760	52.53044	13.386109	2012-12-05 04:51:04	1
276352984743567362	49.74580002	6.68603516	2012-12-05 04:51:00	5
276353020479029248	52.49159197	13.33736789	2012-12-05 04:51:09	1
276353013558439937	51.20855035	6.77380085	2012-12-05 04:51:07	1
276353031623290880	53.55345447	10.02222593	2012-12-05 04:51:11	5
276353022756519938	53.48810043	10.18073004	2012-12-05 04:51:10	1
276353039785394177	49.4285951	7.7081053	2012-12-05 04:51:13	2
276353037373677570	47.67888487	9.16162996	2012-12-05 04:51:13	1
276354503920472064	47.67159609	11.21722806	2012-12-05 04:57:02	1
276353043770011650	52.4134406	9.73959446	2012-12-05 04:51:14	1
276354518034300928	52.50799275	13.33198881	2012-12-05 04:57:06	1
276354506449645569	49.74580729	6.68603414	2012-12-05 04:57:03	1
276354549843890176	53.28769646	7.89334511	2012-12-05 04:57:13	1
276354520609607680	50.1103686	8.6469443	2012-12-05 04:57:08	7
276354555304886272	49.36046535	6.73757286	2012-12-05 04:57:15	7
276354552960270336	49.4500217	11.0742501	2012-12-05 04:57:14	1
276355971780063234	48.09612511	11.5632391	2012-12-05 05:02:52	1
276355957678809089	50.1311659	14.0046411	2012-12-05 05:02:49	1
276355987089276928	51.032709	6.987889	2012-12-05 05:02:56	7
276355972644098049	50.07408813	14.45757278	2012-12-05 05:02:52	7
276355918143299584	50.1456831	8.1686367	2012-12-05 05:02:39	5
276355990943854592	50.08436998	14.46717135	2012-12-05 05:02:57	1
276355997331767296	51.5647906	9.8900962	2012-12-05 05:02:58	1
276356001333141504	51.70610895	8.77019069	2012-12-05 05:02:59	1
276356029841817601	50.0523083	10.23040821	2012-12-05 05:03:06	2
276356034073878530	53.59589399	9.44395966	2012-12-05 05:03:07	1
276356043741736960	52.515104	13.417273	2012-12-05 05:03:09	1
276357642727849985	48.72291023	9.09287074	2012-12-05 05:09:31	1
276357660188745728	50.048895	10.220765	2012-12-05 05:09:35	1
276357667906285568	53.551085	9.993682	2012-12-05 05:09:37	6
276357677754499073	51.206666	6.832654	2012-12-05 05:09:39	5
276357686818377728	51.341462	7.40537	2012-12-05 05:09:41	7
276357712122617857	52.375892	9.73201	2012-12-05 05:09:47	1
276357715318677504	50.04757132	8.57069222	2012-12-05 05:09:48	7
276359096960184322	52.54328552	13.543674	2012-12-05 05:15:17	1
276359099967492096	48.139272	11.577449	2012-12-05 05:15:18	1
276359107584331776	51.4783112	7.5328902	2012-12-05 05:15:22	1
276359117231243264	52.49373002	13.38109059	2012-12-05 05:15:22	1
276359133438025728	49.436739	7.7085958	2012-12-05 05:15:26	1
276359146058686464	50.9315331	11.5715434	2012-12-05 05:15:29	2
276359152534712320	52.12932543	11.6277613	2012-12-05 05:15:31	7
276360484305920000	53.56442612	9.93867874	2012-12-05 05:20:48	1
276360491792752640	49.46395715	8.51839031	2012-12-05 05:20:50	1
276360497262108674	51.70597771	8.77417322	2012-12-05 05:20:51	1
276360544204775425	48.14414081	11.48206179	2012-12-05 05:21:02	7
276360569282519040	50.9106947	6.98886774	2012-12-05 05:21:08	5
276361974068170753	49.1377304	9.2152819	2012-12-05 05:26:43	2
276361977016770562	51.18232643	6.71358434	2012-12-05 05:26:44	1
276361980414160896	49.14242582	9.21950454	2012-12-05 05:26:45	1
276361999598899200	53.4780697	9.7078895	2012-12-05 05:26:49	1
276362000450322435	53.54021117	10.09905858	2012-12-05 05:26:50	1
276363519895687168	51.51366143	7.47440847	2012-12-05 05:32:52	2
276363520998776833	48.68924644	8.99833918	2012-12-05 05:32:52	1
276363521204289536	48.68924644	8.99833918	2012-12-05 05:32:52	1
276363537541103616	50.97007	6.95374	2012-12-05 05:32:56	1
276363539143327744	53.55264733	10.00674784	2012-12-05 05:32:56	1
276363553798242304	49.14120395	9.21380714	2012-12-05 05:33:00	1
276363567148711936	49.4782946	10.7229467	2012-12-05 05:33:03	6
276364851176144896	49.28347068	7.10341806	2012-12-05 05:38:09	2
276364882893492225	49.7190355	11.90669302	2012-12-05 05:38:17	2
276364896529182720	51.5648616	9.8900426	2012-12-05 05:38:20	5
276364899641344000	51.22032757	6.79222864	2012-12-05 05:38:21	2
276364903483314176	49.28366642	7.10377157	2012-12-05 05:38:22	7
276364904057937921	52.52848554	13.3040707	2012-12-05 05:38:22	1
276364908927520768	52.54726315	13.41409142	2012-12-05 05:38:23	7
276364916414349312	52.53329712	13.50902081	2012-12-05 05:38:25	1
276364918628966400	48.09103576	11.56494088	2012-12-05 05:38:25	1
276364919937572864	47.7786671	9.5881479	2012-12-05 05:38:26	2
276366334315614208	48.72625	9.06805	2012-12-05 05:44:03	1
276366336635052033	48.9746	8.437	2012-12-05 05:44:03	1
276366341081006082	48.9746	8.437	2012-12-05 05:44:05	1
276366343303991297	48.7583	9.1163	2012-12-05 05:44:05	1
276366345627635712	48.7583	9.1163	2012-12-05 05:44:06	1
276366348030967808	48.8229	9.0787	2012-12-05 05:44:06	1
276366350631456768	48.8229	9.0787	2012-12-05 05:44:07	1
276366353114464256	48.46045	8.43745	2012-12-05 05:44:07	1
276366355329069057	48.46045	8.43745	2012-12-05 05:44:08	1
276366357577220097	50.061112	14.44403764	2012-12-05 05:44:08	1
276366357791121408	48.55045	8.73265	2012-12-05 05:44:08	1
276366360462905344	48.55045	8.73265	2012-12-05 05:44:09	1
276366362736226306	48.4916	9.19285	2012-12-05 05:44:10	1
276366364904673280	48.4916	9.19285	2012-12-05 05:44:10	1
276366367232499712	48.742	9.03525	2012-12-05 05:44:11	1
276366369858134016	48.742	9.03525	2012-12-05 05:44:11	1
276366372072726529	48.9498	9.13695	2012-12-05 05:44:12	1
276366374220230656	48.9498	9.13695	2012-12-05 05:44:12	1
276366374379585536	53.5516723	9.9676368	2012-12-05 05:44:12	1
276366377017819136	48.80915	9.1846	2012-12-05 05:44:13	1
276367645484392450	49.4782946	10.7229467	2012-12-05 05:49:16	7
276367660156071936	49.91429114	8.24710438	2012-12-05 05:49:19	3
276367661519220737	51.57019875	7.0888411	2012-12-05 05:49:19	5
276367667408023552	52.5318613	13.38877201	2012-12-05 05:49:21	2
276367669358366720	49.1377304	9.2152819	2012-12-05 05:49:21	1
276367686123003905	48.54049427	9.27473973	2012-12-05 05:49:25	1
276367702703095809	52.21474102	9.79461036	2012-12-05 05:49:29	5
276367709388804096	50.10986187	8.66737492	2012-12-05 05:49:31	1
276367710844235776	47.67061598	11.21663838	2012-12-05 05:49:31	1
276367717165064194	49.029298	12.1152216	2012-12-05 05:49:33	1
276367717672558592	49.42341848	7.75692636	2012-12-05 05:49:33	1
276367721556475904	51.21953613	6.79433317	2012-12-05 05:49:34	1
276367726786772993	50.10262816	8.68234122	2012-12-05 05:49:35	1
276369134042886144	48.3704478	10.908121	2012-12-05 05:55:10	1
276369161549139969	49.4782946	10.7229467	2012-12-05 05:55:17	6
276369195422330880	53.0818387	8.8301014	2012-12-05 05:55:25	1
276369212631572480	52.14007112	9.90550918	2012-12-05 05:55:29	1
276369216075096064	50.58294983	8.6765494	2012-12-05 05:55:30	1
276369224786665472	48.13798	11.579964	2012-12-05 05:55:32	1
276369229039677440	51.5137445	7.474268	2012-12-05 05:55:33	2
276346484591587328	51.04151551	13.69038375	2012-12-05 04:25:10	2
276346499108073472	53.547958	9.927442	2012-12-05 04:25:14	1
276346506611654657	50.08003425	8.23015919	2012-12-05 04:25:16	1
276346509019201537	50.04366422	14.4311896	2012-12-05 04:25:16	3
276346525955809281	52.47134166	13.33674646	2012-12-05 04:25:21	7
276346530087174144	48.944346	8.6278977	2012-12-05 04:25:21	2
276346565487120384	49.9484927	11.59280467	2012-12-05 04:25:30	1
276348068666953728	51.20853691	6.77553892	2012-12-05 04:31:28	1
276348077651140608	52.11999045	11.62796804	2012-12-05 04:31:30	1
276348086463369216	52.49287849	13.43538038	2012-12-05 04:31:32	1
276348120349175808	50.64246369	13.84214597	2012-12-05 04:31:40	1
276348133594767360	49.97126557	8.80081512	2012-12-05 04:31:44	1
276348139714248708	49.23693755	6.99216879	2012-12-05 04:31:45	1
276348158425055232	49.23633806	6.99293464	2012-12-05 04:31:49	1
276348174090780672	50.64246369	13.84214597	2012-12-05 04:31:53	1
276349804827783168	52.12026234	11.62770264	2012-12-05 04:38:22	2
276349809387003905	53.11576817	8.75903466	2012-12-05 04:38:23	1
276349874704887809	53.11568028	8.7584212	2012-12-05 04:38:39	1
276349875967381504	54.19762542	9.1043617	2012-12-05 04:38:39	1
276349902454407168	48.760775	9.091394	2012-12-05 04:38:45	1
276349913095368705	50.831175	6.905989	2012-12-05 04:38:48	1
276351407295172608	53.48766797	10.20713417	2012-12-05 04:44:44	7
276351413905395712	52.42835651	10.98676897	2012-12-05 04:44:46	1
276351418770796544	51.0623719	13.7473225	2012-12-05 04:44:47	1
276351441126445057	51.24611211	7.14923777	2012-12-05 04:44:52	7
276351481794416640	48.1589215	11.46129	2012-12-05 04:45:02	1
276351483581190145	51.365497	7.608139	2012-12-05 04:45:02	1
276353062078132224	52.27089406	10.52381085	2012-12-05 04:51:19	1
276353081388711936	52.383444	13.119561	2012-12-05 04:51:23	7
276353085599780866	49.030915	8.384439	2012-12-05 04:51:24	1
276353095645151233	54.793743	9.446996	2012-12-05 04:51:27	1
276353097226387456	48.062759	12.10867094	2012-12-05 04:51:27	1
276353098895732736	53.11491077	8.7578043	2012-12-05 04:51:27	1
276353131070255104	48.83924529	9.20732712	2012-12-05 04:51:35	1
276353135499427840	53.55132948	9.98887739	2012-12-05 04:51:36	1
276353172115693568	53.865886	10.687096	2012-12-05 04:51:45	1
276353176318406657	48.12741802	11.60481937	2012-12-05 04:51:46	6
276354574342832128	53.11199221	8.75619057	2012-12-05 04:57:19	1
276354584333660160	49.9866494	9.1124606	2012-12-05 04:57:21	1
276354591329775616	47.67159609	11.21722806	2012-12-05 04:57:23	1
276354601542881280	52.51571161	13.37825775	2012-12-05 04:57:26	1
276354624053727232	50.04740489	8.56762192	2012-12-05 04:57:31	6
276354640289878016	53.10196971	8.70315584	2012-12-05 04:57:35	1
276356148435746817	50.6563515	11.9740912	2012-12-05 05:03:34	1
276356153317924864	52.52786948	13.42912598	2012-12-05 05:03:36	5
276357730040696832	50.06111805	14.44400081	2012-12-05 05:09:51	1
276357731097653248	50.1057361	8.6584697	2012-12-05 05:09:52	1
276357750026547200	47.67885468	9.16160232	2012-12-05 05:09:56	1
276357769387466752	51.050409	13.737262	2012-12-05 05:10:01	1
276357771199401984	51.50304591	7.48001831	2012-12-05 05:10:01	7
276357771669168128	51.50304591	7.48001831	2012-12-05 05:10:01	1
276359199506718720	52.50997828	13.40424239	2012-12-05 05:15:42	1
276359221883322368	51.44600188	11.95631292	2012-12-05 05:15:47	7
276359221010907137	52.5039548	13.3309103	2012-12-05 05:15:47	1
276359233979703297	49.58171086	10.91052254	2012-12-05 05:15:50	1
276359237448368128	50.12178592	8.69887045	2012-12-05 05:15:51	2
276359248521347073	51.498873	7.451231	2012-12-05 05:15:54	1
276359251247636480	47.85548147	12.12653093	2012-12-05 05:15:54	1
276359265537642496	51.4566262	6.61077428	2012-12-05 05:15:58	2
276359280456773632	49.6733085	10.7285161	2012-12-05 05:16:01	7
276360573225156608	53.42236402	7.95400376	2012-12-05 05:21:09	1
276360590920908802	48.15375387	11.54639785	2012-12-05 05:21:14	2
276360622826991618	49.28349675	7.10341819	2012-12-05 05:21:21	7
276360625662349312	50.9106947	6.98886774	2012-12-05 05:21:22	1
276360634394890242	49.618254	11.235207	2012-12-05 05:21:24	1
276360639524524032	52.42265	10.786546	2012-12-05 05:21:25	1
276360644457021440	52.505581	13.3323007	2012-12-05 05:21:26	1
276360649142042625	49.6089923	7.5060352	2012-12-05 05:21:27	1
276360653739024385	49.00033293	8.81057303	2012-12-05 05:21:29	7
276360654909235200	49.97101462	14.08540843	2012-12-05 05:21:29	1
276362075213803520	49.2055916	9.2198095	2012-12-05 05:27:07	1
276362087154978816	52.48136526	13.43513826	2012-12-05 05:27:10	1
276362087993839616	49.98662288	8.362418	2012-12-05 05:27:10	1
276362104578125824	49.4298336	7.7170668	2012-12-05 05:27:14	1
276362119107194880	52.52355043	13.35759618	2012-12-05 05:27:18	1
276363590942990336	50.11408519	8.67456467	2012-12-05 05:33:09	1
276363600598286336	50.35817984	12.46866703	2012-12-05 05:33:11	1
276363619770458114	49.71904244	11.90670721	2012-12-05 05:33:16	7
276363628817559552	48.39134832	10.8813934	2012-12-05 05:33:18	7
276363635230654464	54.41918054	13.42516254	2012-12-05 05:33:19	1
276364937243279361	49.5003093	11.7367856	2012-12-05 05:38:30	7
276364946781118465	52.1179939	7.4024456	2012-12-05 05:38:32	2
276364981967138816	50.83303085	12.92035384	2012-12-05 05:38:41	1
