MESSAGEID	LATITUDE	LONGITUDE	MESSAGEDATE	EMOTION
297660354694103040	53.57263253	9.9499011	2013-02-02 11:58:53	7
297660367264428032	47.89328595	11.72941114	2013-02-02 11:58:56	1
297660375023906816	48.436894	10.213883	2013-02-02 11:58:58	1
297660361954435072	50.93338863	6.87508106	2013-02-02 11:58:55	1
297660379151085568	50.0063776	8.7865589	2013-02-02 11:58:59	1
297660404719579136	52.48648649	13.43328671	2013-02-02 11:59:05	1
297660409685630976	51.47350797	7.13973463	2013-02-02 11:59:06	1
297660411501760512	50.32911111	13.54466923	2013-02-02 11:59:07	1
297660404673421312	49.95907494	11.60401476	2013-02-02 11:59:05	1
297660413657632768	48.14403658	11.50597209	2013-02-02 11:59:07	7
297662133267755008	51.93936197	8.40615709	2013-02-02 12:05:57	1
297662101890166784	51.16130689	6.45159555	2013-02-02 12:05:50	2
297662172643852289	51.50671508	7.00529119	2013-02-02 12:06:06	1
297662187655294976	51.89825453	8.41457729	2013-02-02 12:06:10	1
297662190708727808	51.37418451	7.69902215	2013-02-02 12:06:11	7
297662224955240449	48.30377694	11.63385109	2013-02-02 12:06:19	1
297663938773008385	52.5085479	13.2250192	2013-02-02 12:13:07	5
297662213861306368	52.52186299	13.41149318	2013-02-02 12:06:16	1
297663954963009537	51.41167928	7.43130679	2013-02-02 12:13:11	1
297663956342960129	52.97256358	9.16077163	2013-02-02 12:13:12	7
297663986739064832	53.551085	9.993682	2013-02-02 12:13:19	1
297664016451530753	51.43868095	6.95395947	2013-02-02 12:13:26	1
297664057966747648	48.59580269	8.87000104	2013-02-02 12:13:36	1
297664060546220034	51.4974838	7.0042386	2013-02-02 12:13:37	1
297663991411515392	50.97530626	7.06340684	2013-02-02 12:13:20	5
297665760061440000	51.02806707	6.8889741	2013-02-02 12:20:22	1
297665772019388416	50.47920929	7.73449046	2013-02-02 12:20:25	1
297665762989076480	51.05077766	13.81879588	2013-02-02 12:20:22	7
297665787479588864	52.26984064	10.5350282	2013-02-02 12:20:28	1
297665795905970176	51.57869057	7.23123806	2013-02-02 12:20:30	1
297665823114395648	53.4323224	10.3815782	2013-02-02 12:20:37	7
297665792659562496	51.47508173	6.85208917	2013-02-02 12:20:29	1
297665832413171713	52.67918858	10.70276469	2013-02-02 12:20:39	1
297667957994176513	51.19199212	6.53677111	2013-02-02 12:29:06	1
297667959961296897	53.56392138	8.5907903	2013-02-02 12:29:06	1
297665850922639360	52.4942456	13.41165026	2013-02-02 12:20:43	7
297667983621361664	50.8505076	6.0766577	2013-02-02 12:29:12	1
297668028756287488	51.05075408	13.81871414	2013-02-02 12:29:23	5
297668019084218368	49.91841079	13.97958799	2013-02-02 12:29:20	1
297668037711101954	50.12849148	8.69221747	2013-02-02 12:29:25	5
297668046745661440	50.0320271	14.4919913	2013-02-02 12:29:27	1
297668051283873792	50.41831293	7.21560234	2013-02-02 12:29:28	7
297668042530365440	53.56390599	8.59076148	2013-02-02 12:29:26	1
297668054974869504	50.5966365	7.4423364	2013-02-02 12:29:29	3
297669711079038976	51.7149635	8.7459074	2013-02-02 12:36:04	1
297669721631903745	50.089667	14.47303218	2013-02-02 12:36:06	1
297669705207009280	52.3734508	9.8701677	2013-02-02 12:36:02	7
297669738245545985	53.590422	9.987043	2013-02-02 12:36:10	7
297669761645559808	52.52422456	13.40253711	2013-02-02 12:36:16	1
297669787708968962	52.55333	13.290943	2013-02-02 12:36:22	7
297669740531421184	52.51085709	13.4350924	2013-02-02 12:36:11	1
297669799717265410	50.08899284	14.42890048	2013-02-02 12:36:25	1
297671554693738496	53.50893704	9.91385197	2013-02-02 12:43:23	7
297669812430204928	53.4323219	10.3815558	2013-02-02 12:36:28	1
297671559374573570	51.45886165	7.00742623	2013-02-02 12:43:24	5
297671580723589120	48.9345707	8.8605394	2013-02-02 12:43:29	1
297671582174830593	51.9382759	8.8709683	2013-02-02 12:43:30	1
297671569906483201	48.68314042	12.69793605	2013-02-02 12:43:27	1
297671627112595456	51.564612	7.1085247	2013-02-02 12:43:41	1
297671632028303360	52.3724455	9.712183	2013-02-02 12:43:42	1
297671645814988803	51.208663	6.7758721	2013-02-02 12:43:45	1
297671681814720513	52.5162201	13.3865611	2013-02-02 12:43:54	1
297673387420041216	50.41851781	7.21516245	2013-02-02 12:50:40	1
297671681944739842	49.0025257	8.332343	2013-02-02 12:43:54	6
297673388913197057	51.06097395	6.87410925	2013-02-02 12:50:41	1
297673415777722368	51.536318	7.015411	2013-02-02 12:50:47	1
297673396341321728	49.348525	8.1559445	2013-02-02 12:50:42	1
297673425080700929	52.50986601	13.45805146	2013-02-02 12:50:49	1
297673443074244608	50.70185802	7.15806486	2013-02-02 12:50:54	7
297673452058443776	53.550735	9.997318	2013-02-02 12:50:56	1
297673462519037952	52.383444	13.119561	2013-02-02 12:50:58	1
297673459524308993	48.13748517	11.52270864	2013-02-02 12:50:57	1
297673463680876544	52.44668225	13.52418094	2013-02-02 12:50:58	5
297675230929887232	48.1511101	11.5758093	2013-02-02 12:58:00	1
297675235686248449	50.10705068	14.26758767	2013-02-02 12:58:01	6
297675227037569024	51.10730211	10.14904543	2013-02-02 12:57:59	1
297675235971436544	50.2344276	11.17548016	2013-02-02 12:58:01	1
297675247732281344	51.6666198	6.96337938	2013-02-02 12:58:04	1
297675250752172032	48.3624841	10.8682454	2013-02-02 12:58:05	1
297675250538266624	54.06700692	9.9927864	2013-02-02 12:58:04	1
297675255277821952	48.7949055	9.8438181	2013-02-02 12:58:06	1
297675274814881792	51.49386486	6.77869181	2013-02-02 12:58:10	1
297675260617183232	50.20126022	8.85850925	2013-02-02 12:58:07	1
297675287003533313	48.4063505	9.98361511	2013-02-02 12:58:13	2
297675291856355328	53.0752008	8.80277395	2013-02-02 12:58:14	1
297675294993694721	48.14246568	11.57757282	2013-02-02 12:58:15	1
297675289469808642	51.1868822	6.7928156	2013-02-02 12:58:14	1
297675297329934337	49.887412	8.64452881	2013-02-02 12:58:16	1
297675308084125696	50.6471814	11.9848744	2013-02-02 12:58:18	1
297676914938757122	52.4945062	13.5169425	2013-02-02 01:04:41	1
297676916243197954	50.0866999	14.4188868	2013-02-02 01:04:42	2
297675298764369920	50.09691445	8.35291201	2013-02-02 12:58:16	1
297676918080274432	50.0866999	14.4188868	2013-02-02 01:04:42	1
297676924178821121	51.38929198	6.76105466	2013-02-02 01:04:43	1
297676929983729664	49.02006323	8.413167	2013-02-02 01:04:45	1
297676948421890048	51.08585844	13.76082464	2013-02-02 01:04:49	1
297676956881780737	52.37257593	9.73351378	2013-02-02 01:04:51	1
297676937869029376	50.9720808	7.0625287	2013-02-02 01:04:47	1
297676957238321152	50.9366533	6.9601727	2013-02-02 01:04:51	1
297676957963923456	50.11924097	8.52706857	2013-02-02 01:04:52	1
297676975747784705	47.97559308	7.82741598	2013-02-02 01:04:56	1
297676962749624320	50.12850617	8.69222431	2013-02-02 01:04:53	1
297676980743200769	51.05574187	13.72316031	2013-02-02 01:04:57	1
297676994919923712	52.31373705	10.23823336	2013-02-02 01:05:00	1
297676987072397312	47.681423	11.570289	2013-02-02 01:04:58	1
297677002364825600	48.02908	12.114621	2013-02-02 01:05:02	1
297678603070607361	53.59283333	10.03883333	2013-02-02 01:11:24	1
297677007326691329	47.6532004	10.7174791	2013-02-02 01:05:04	1
297678603833970688	49.19769592	8.47127932	2013-02-02 01:11:24	1
297678604312129536	49.2180382	7.5973012	2013-02-02 01:11:24	1
297678604081434625	51.10739328	10.14901288	2013-02-02 01:11:24	1
297678612264546304	51.10739688	10.14901808	2013-02-02 01:11:26	1
297678621563293696	50.36050999	7.59249162	2013-02-02 01:11:28	1
297678621915635712	52.4294844	10.7562057	2013-02-02 01:11:28	7
297678622817398784	51.10739336	10.14898488	2013-02-02 01:11:28	1
297678624792920066	48.35302954	11.78590143	2013-02-02 01:11:29	5
297678628458733568	48.14806373	11.57243243	2013-02-02 01:11:30	1
297678626437099520	51.31515041	9.49471951	2013-02-02 01:11:29	1
297678638202105858	48.07530107	11.48698063	2013-02-02 01:11:32	1
297678641104556032	50.91472591	6.92252647	2013-02-02 01:11:33	1
297678644627771392	51.10738972	10.14893945	2013-02-02 01:11:34	1
297678640534130688	52.59207635	13.35932882	2013-02-02 01:11:33	1
297678650902474752	52.53758489	13.42532658	2013-02-02 01:11:35	1
297678655184842752	50.08099895	8.60877558	2013-02-02 01:11:36	7
297678654564085760	52.8483375	8.7138323	2013-02-02 01:11:36	1
297678660381593600	49.47986411	10.99134922	2013-02-02 01:11:37	1
297680253357281280	52.5330462	13.1656792	2013-02-02 01:17:57	1
297680266439294977	54.3281585	10.0944213	2013-02-02 01:18:00	1
297680253671837696	53.58652791	10.04591874	2013-02-02 01:17:57	1
297680283015188481	49.9162872	8.5634207	2013-02-02 01:18:04	1
297680307702882304	50.97520469	7.06319266	2013-02-02 01:18:10	7
297680316678696960	51.42810345	6.779562	2013-02-02 01:18:12	7
297680306729791489	49.56751307	8.16935228	2013-02-02 01:18:10	1
297680348316327937	50.08926991	14.42812468	2013-02-02 01:18:20	1
297681828129677312	51.42810345	6.779562	2013-02-02 01:24:13	3
297681858915880960	49.99668699	8.28145202	2013-02-02 01:24:20	6
297680350333788161	48.775871	9.1736675	2013-02-02 01:18:20	1
297681859377254400	49.585873	11.020256	2013-02-02 01:24:20	1
297681866985730050	51.0663564	8.7716708	2013-02-02 01:24:22	1
297681869267423232	52.507802	13.449805	2013-02-02 01:24:22	1
297681896698159104	49.19769592	8.47127932	2013-02-02 01:24:29	5
297681897071443968	53.49013769	10.20270003	2013-02-02 01:24:29	7
297681903677497344	49.9162996	8.5633831	2013-02-02 01:24:31	1
297681911269171200	48.07518009	9.18890362	2013-02-02 01:24:32	6
297681898149400577	52.4425985	13.34067	2013-02-02 01:24:29	7
297681915820003328	50.14791499	9.11403117	2013-02-02 01:24:34	5
297683353782595584	48.1377689	11.5715356	2013-02-02 01:30:16	1
297683360921292801	50.10564886	8.68743187	2013-02-02 01:30:18	1
297683346434187264	51.517836	7.458301	2013-02-02 01:30:15	1
297683362146045953	49.41060323	8.71538758	2013-02-02 01:30:18	1
297683370694037505	52.514626	13.421224	2013-02-02 01:30:21	1
297683366902386688	51.517836	7.458301	2013-02-02 01:30:20	7
297683380227674112	49.64836217	11.79851982	2013-02-02 01:30:23	1
297683382249345024	52.5608582	13.5778986	2013-02-02 01:30:23	1
297683384363257856	48.609708	9.109618	2013-02-02 01:30:24	1
297683392688975872	50.058839	14.2827778	2013-02-02 01:30:26	1
297683399156568064	51.517836	7.458301	2013-02-02 01:30:27	1
297683391439073280	51.517836	7.458301	2013-02-02 01:30:25	1
297683416172875777	49.341408	9.126565	2013-02-02 01:30:31	1
297684992161615872	52.029961	8.533673	2013-02-02 01:36:47	1
297683423663894528	51.517836	7.458301	2013-02-02 01:30:33	1
297684994829205504	52.54068989	13.20635599	2013-02-02 01:36:48	1
297684999958822914	52.029961	8.533673	2013-02-02 01:36:49	1
297685009429573632	53.2517266	8.19823631	2013-02-02 01:36:51	3
297684995626119170	50.71567	12.4977	2013-02-02 01:36:48	5
297685010281033728	50.93055274	6.85664981	2013-02-02 01:36:51	2
297685020506738689	52.029961	8.533673	2013-02-02 01:36:54	1
297685017444884482	50.6467467	11.9849935	2013-02-02 01:36:53	1
297685032376606721	52.029961	8.533673	2013-02-02 01:36:57	7
297685044489756672	49.89050075	14.48583945	2013-02-02 01:36:59	7
297685040140283904	52.029961	8.533673	2013-02-02 01:36:58	1
297685048063324162	53.6464712	11.4096602	2013-02-02 01:37:01	7
297685062932131840	53.42392285	8.03991068	2013-02-02 01:37:04	7
297685071807270912	49.40943745	8.6934796	2013-02-02 01:37:06	1
297685056191860736	52.029961	8.533673	2013-02-02 01:37:02	1
297685075431129089	49.2385567	7.0240787	2013-02-02 01:37:07	1
297686901966659585	51.0403754	13.7370834	2013-02-02 01:44:22	7
297686907855458304	48.2111602	11.5856797	2013-02-02 01:44:24	1
297685076567810049	52.029961	8.533673	2013-02-02 01:37:07	1
297686919905693697	49.19765329	8.47184057	2013-02-02 01:44:27	1
297686960959545344	53.5986957	9.9698178	2013-02-02 01:44:36	6
297686952289918976	51.29051148	7.28951121	2013-02-02 01:44:34	1
297686966735081472	51.0694487	13.6354265	2013-02-02 01:44:38	2
297686989606641664	52.3723265	9.712014	2013-02-02 01:44:43	1
297686989908606976	48.62388368	8.75098191	2013-02-02 01:44:43	1
297686968190529536	49.23322479	7.27287302	2013-02-02 01:44:38	1
297688779815260161	51.20721434	6.77258449	2013-02-02 01:51:50	1
297688843036028928	50.05122421	8.58871896	2013-02-02 01:52:05	1
297688878951825409	51.2371687	9.3060673	2013-02-02 01:52:14	6
297688884052115456	50.0866999	14.4188868	2013-02-02 01:52:15	1
297688793169940480	47.71336072	11.7598337	2013-02-02 01:51:53	1
297690698398969857	52.23832	7.9698	2013-02-02 01:59:27	1
297690706124877825	50.0866999	14.4188868	2013-02-02 01:59:29	1
297690731903057922	51.5327196	9.93505318	2013-02-02 01:59:35	1
297690703910281217	50.0866999	14.4188868	2013-02-02 01:59:29	1
297690741994565633	49.36879321	11.37327393	2013-02-02 01:59:38	1
297690763247104000	49.47022972	11.08805053	2013-02-02 01:59:43	7
297690759275114497	50.37568193	6.65351165	2013-02-02 01:59:42	1
297690769718923264	51.38559135	7.17098282	2013-02-02 01:59:45	2
297690774605271040	50.32094902	11.92667867	2013-02-02 01:59:46	1
297690775041486848	48.1324734	11.6995273	2013-02-02 01:59:46	1
297690793966198784	50.04780823	8.57497908	2013-02-02 01:59:50	1
297690778610843649	49.3009	8.7317	2013-02-02 01:59:47	1
297692524263387136	50.0866999	14.4188868	2013-02-02 02:06:43	1
297692528352821252	49.348525	8.1559445	2013-02-02 02:06:44	1
297692526196969472	50.0866999	14.4188868	2013-02-02 02:06:43	1
297692530500321281	49.15379641	7.78702928	2013-02-02 02:06:44	1
297692565447274496	48.67101264	10.1567533	2013-02-02 02:06:53	1
297692546883268609	47.61371246	11.03070294	2013-02-02 02:06:48	1
297692580320272385	52.52324009	13.40304947	2013-02-02 02:06:56	7
297692596141174784	52.44626407	13.0313024	2013-02-02 02:07:00	1
297692594195009536	51.2370848	9.3061299	2013-02-02 02:06:59	7
297694589714833408	47.6885	9.19	2013-02-02 02:14:55	2
297694591182848000	51.4987063	6.8101625	2013-02-02 02:14:56	7
297694596274741248	52.52324009	13.40304947	2013-02-02 02:14:57	2
297694606013898752	49.00468502	8.40331897	2013-02-02 02:14:59	1
297694618961731584	51.365497	7.608139	2013-02-02 02:15:02	1
297694598464151555	51.4741938	7.4316568	2013-02-02 02:14:57	1
297694651912183809	53.88280753	10.65437001	2013-02-02 02:15:10	1
297694694979284993	49.99903279	8.26589631	2013-02-02 02:15:20	1
297694680039182336	49.45204155	11.08386125	2013-02-02 02:15:17	1
297694695662968832	51.50562823	7.10067093	2013-02-02 02:15:21	1
297696628247236608	53.58358799	9.98362548	2013-02-02 02:23:01	1
297696632475115520	49.48510579	8.44775677	2013-02-02 02:23:02	1
297696621670572033	49.348525	8.1559445	2013-02-02 02:23:00	6
297696638959501313	52.50604236	13.3941882	2013-02-02 02:23:04	2
297696661449367553	51.18480736	7.04523563	2013-02-02 02:23:09	1
297696662284009473	53.6537581	9.75128669	2013-02-02 02:23:09	2
297696669749891072	48.3519907	11.79265417	2013-02-02 02:23:11	1
297656852320243713	50.9326117	6.8427954	2013-02-02 11:44:58	1
297696678817955840	48.13759945	11.57979485	2013-02-02 02:23:13	1
297696689253392384	52.52531838	13.40576308	2013-02-02 02:23:16	1
297696692801781760	50.936551	6.93969	2013-02-02 02:23:17	1
297696697084170240	50.20132212	8.85851998	2013-02-02 02:23:18	1
297696672123875328	49.190697	8.9331306	2013-02-02 02:23:12	1
297698407575846912	49.77408	9.940428	2013-02-02 02:30:05	7
297698414282543104	51.51436066	6.7567426	2013-02-02 02:30:07	1
297698417356976131	50.0866999	14.4188868	2013-02-02 02:30:08	1
297698415436001280	50.0866999	14.4188868	2013-02-02 02:30:07	1
297698424889946112	50.94049553	11.59281293	2013-02-02 02:30:10	1
297698469471211520	50.08225819	8.28619887	2013-02-02 02:30:20	1
297698499259142144	53.1724033	8.595882	2013-02-02 02:30:27	6
297698499632435201	49.139173	9.227671	2013-02-02 02:30:27	3
297698508893458432	51.55468771	7.0675993	2013-02-02 02:30:30	1
297698494733484034	50.28040177	12.22434415	2013-02-02 02:30:26	2
297698519622492161	48.35915	7.79545	2013-02-02 02:30:32	5
297700190163443712	50.93774524	6.96020232	2013-02-02 02:37:10	1
297700227056545792	52.31885542	10.23200304	2013-02-02 02:37:19	1
297698512429256704	50.51088851	13.65808725	2013-02-02 02:30:30	1
297700247533129728	51.45219729	7.01330312	2013-02-02 02:37:24	2
297700247533150208	48.35650895	11.79392359	2013-02-02 02:37:24	1
297700257670758400	48.55237813	12.16154665	2013-02-02 02:37:27	1
297700260157980672	52.115139	10.348875	2013-02-02 02:37:27	1
297700255452000256	49.45571621	8.97963483	2013-02-02 02:37:26	1
297700265379917826	52.3405185	13.1020711	2013-02-02 02:37:28	7
297700267191844865	53.63215135	10.00596995	2013-02-02 02:37:29	7
297700273143562240	50.07701658	14.42941382	2013-02-02 02:37:30	1
297700269293203457	48.7453723	9.0403887	2013-02-02 02:37:29	7
297700280189992962	51.22742917	6.77303344	2013-02-02 02:37:32	1
297700281142112256	51.22517733	6.77882463	2013-02-02 02:37:32	1
297700309235539968	50.94566601	6.99743271	2013-02-02 02:37:39	1
297700296979791873	48.07338916	9.94851665	2013-02-02 02:37:36	1
297702134823133184	49.53194688	6.97458806	2013-02-02 02:44:54	1
297702156008570881	51.0518353	13.74149323	2013-02-02 02:44:59	1
297702171313590272	51.365497	7.608139	2013-02-02 02:45:03	1
297702174966829058	50.05065423	14.43875704	2013-02-02 02:45:04	1
297702157732417536	50.22249594	8.57731083	2013-02-02 02:45:00	1
297702182088740864	52.675485	10.374808	2013-02-02 02:45:06	2
297702187109322752	51.2619791	7.7717691	2013-02-02 02:45:07	1
297702199566405632	50.03130121	14.52505767	2013-02-02 02:45:10	1
297702235377381376	51.55509233	7.55084187	2013-02-02 02:45:18	1
297702191169413121	53.12666387	8.18115927	2013-02-02 02:45:08	1
297702270496301056	49.1690504	9.203309	2013-02-02 02:45:26	1
297704146260332544	52.52888509	13.42499256	2013-02-02 02:52:54	1
297702284668833792	52.32930391	9.80913357	2013-02-02 02:45:30	1
297704170314686465	50.0866999	14.4188868	2013-02-02 02:52:59	1
297704161905102848	50.7701628	14.20619503	2013-02-02 02:52:57	1
297704176002162689	50.0866999	14.4188868	2013-02-02 02:53:01	1
297704247523414017	50.01725352	14.44324493	2013-02-02 02:53:18	1
297704246512599040	51.838315	10.786747	2013-02-02 02:53:18	1
297704259854680064	49.13270011	9.21598434	2013-02-02 02:53:21	1
297704247443718148	51.7508686	11.9793714	2013-02-02 02:53:18	1
297704262052478976	50.77021041	14.20605183	2013-02-02 02:53:21	1
297704282013179904	54.4775743	9.0653984	2013-02-02 02:53:26	1
297706108615786496	48.353783	11.786086	2013-02-02 03:00:42	1
297706112990449665	53.06662627	8.7831869	2013-02-02 03:00:43	1
297706118203977728	52.5348423	13.4055754	2013-02-02 03:00:44	1
297706134503059456	50.0446987	9.0492883	2013-02-02 03:00:48	1
297706154795073537	52.40029543	9.66879931	2013-02-02 03:00:53	2
297706167612887040	48.02361	10.773913	2013-02-02 03:00:56	1
297706168166514688	52.5005187	13.41704323	2013-02-02 03:00:56	7
297706154052694017	50.41830315	7.21510417	2013-02-02 03:00:52	7
297706191407161344	48.15839642	11.54860835	2013-02-02 03:01:02	1
297706207282614274	48.525469	9.0616251	2013-02-02 03:01:05	1
297706170179796993	50.77536183	6.08602345	2013-02-02 03:00:56	1
297706214777831425	52.4729957	13.3638792	2013-02-02 03:01:07	1
297708081381523456	51.38736964	7.17040783	2013-02-02 03:08:32	7
297708095474368513	53.25179502	8.19839316	2013-02-02 03:08:35	1
297708106463461376	48.54716882	9.17840139	2013-02-02 03:08:38	1
297708083956822016	50.90899319	6.8261827	2013-02-02 03:08:33	1
297708108233445379	51.38439142	7.68196046	2013-02-02 03:08:38	1
297708108220874752	52.42236387	13.40412952	2013-02-02 03:08:38	1
297708119444824065	53.5498435	9.97479426	2013-02-02 03:08:41	1
297708112738127873	48.07347416	10.86232503	2013-02-02 03:08:39	1
297708122145951744	48.3739234	10.8624036	2013-02-02 03:08:42	5
297708134691127296	53.07603226	8.80579948	2013-02-02 03:08:45	1
297708139506176000	49.462492	11.071734	2013-02-02 03:08:46	1
297708142723231744	49.58349082	9.36993874	2013-02-02 03:08:47	1
297708148851081216	49.672426	7.5818305	2013-02-02 03:08:48	1
297708136444350465	48.1377783	11.5720881	2013-02-02 03:08:45	1
297708159395586049	50.11365611	8.68375534	2013-02-02 03:08:51	7
297708167452819456	48.18360169	11.53183297	2013-02-02 03:08:52	1
297708178920062979	51.2201084	6.7924061	2013-02-02 03:08:55	1
297708177603047424	50.15849314	8.51943222	2013-02-02 03:08:55	1
297708198473900032	48.05072969	10.87471354	2013-02-02 03:09:00	1
297710132689793024	50.7497191	7.0434488	2013-02-02 03:16:41	1
297710166143561728	49.5508737	7.3956897	2013-02-02 03:16:49	1
297710151627055106	50.08979639	14.47299324	2013-02-02 03:16:45	7
297710190017523712	52.49257	13.52002	2013-02-02 03:16:55	1
297710204332675072	51.4634255	7.0141669	2013-02-02 03:16:58	1
297710215451787265	48.14484098	11.52151691	2013-02-02 03:17:01	1
297710237278928896	51.51758271	7.45894432	2013-02-02 03:17:06	1
297710238650494976	51.253467	6.76629	2013-02-02 03:17:06	1
297710214709383168	48.1372007	11.5766467	2013-02-02 03:17:01	2
297712241762000896	50.3907091	8.06478024	2013-02-02 03:25:04	1
297712243322261509	52.383444	13.119561	2013-02-02 03:25:04	1
297710239803916288	52.55173136	13.40037295	2013-02-02 03:17:07	1
297712249974448128	52.47581458	13.36549044	2013-02-02 03:25:06	1
297712261924020224	51.2116022	10.4754423	2013-02-02 03:25:09	1
297712293872013314	48.84893608	8.92481041	2013-02-02 03:25:16	1
297712318329020416	50.0407255	9.0093711	2013-02-02 03:25:22	1
297712280798392321	52.2821223	10.5164017	2013-02-02 03:25:13	1
297712318467420161	48.1479998	11.5603033	2013-02-02 03:25:23	5
297712321684443136	50.96206311	6.95096078	2013-02-02 03:25:23	1
297712333151682562	48.75249938	9.11592577	2013-02-02 03:25:26	1
297712329435512832	52.52614196	13.35803218	2013-02-02 03:25:25	7
297714269875748865	53.25183058	8.19813212	2013-02-02 03:33:07	5
297714303539224576	49.9470275	7.4143029	2013-02-02 03:33:15	7
297712338650398720	52.519229	13.388579	2013-02-02 03:25:27	1
297714310229147648	50.0588508	14.2827999	2013-02-02 03:33:17	1
297714330567311360	49.7987359	8.9981728	2013-02-02 03:33:22	3
297714339551510529	52.34101487	9.70085197	2013-02-02 03:33:24	1
297714359772274689	53.55259132	9.96332626	2013-02-02 03:33:29	2
297714338813321217	50.99205901	7.9562294	2013-02-02 03:33:24	1
297714362284662785	48.223247	11.2222755	2013-02-02 03:33:29	6
297714364482461697	50.38178348	7.6083906	2013-02-02 03:33:30	5
297714368693542914	52.387139	13.116468	2013-02-02 03:33:31	7
297714370442584066	50.92057175	11.56511017	2013-02-02 03:33:31	1
297714386703876096	51.787053	12.00857	2013-02-02 03:33:35	6
297714367967944705	49.77929655	14.52070713	2013-02-02 03:33:31	1
297716256935649283	50.64985702	13.83636761	2013-02-02 03:41:01	1
297716270978170880	51.4283225	6.8472945	2013-02-02 03:41:04	2
297714387907657728	52.46702801	13.38707239	2013-02-02 03:33:36	1
297716274727890944	50.28040177	12.22434415	2013-02-02 03:41:05	2
297716288082558976	51.42664	6.973677	2013-02-02 03:41:09	1
297716302175420417	48.19799578	11.52610372	2013-02-02 03:41:12	7
297716298136305664	51.93924445	7.60995191	2013-02-02 03:41:11	1
297716316998082561	51.10368363	13.66956711	2013-02-02 03:41:15	1
297716337764085761	51.2382696	6.78314	2013-02-02 03:41:20	7
297716397474205696	50.77137192	6.72312856	2013-02-02 03:41:35	1
297718380343988226	53.54371428	9.9146379	2013-02-02 03:49:27	7
297716348933521410	50.22729956	12.88028291	2013-02-02 03:41:23	1
297718383116427264	49.3508092	8.1695548	2013-02-02 03:49:28	1
297718391685402624	51.79760141	10.18725823	2013-02-02 03:49:30	7
297718390062206976	52.44032749	10.83994098	2013-02-02 03:49:30	5
297718410572337152	50.08964615	14.43076444	2013-02-02 03:49:35	7
297718412661100545	53.61697767	11.41663047	2013-02-02 03:49:35	1
297718408173199361	53.09179107	8.80824766	2013-02-02 03:49:34	3
297718422190567424	48.137231	11.57431093	2013-02-02 03:49:37	1
297718422723256321	52.4858653	13.38592545	2013-02-02 03:49:37	1
297718443287920641	51.10242977	6.57643129	2013-02-02 03:49:42	7
297718443568943104	48.12331561	11.69537708	2013-02-02 03:49:42	1
297718425306943489	50.8465265	6.9698916	2013-02-02 03:49:38	1
297718469468770306	48.06420566	10.86104978	2013-02-02 03:49:49	1
297718470597021696	52.50744516	13.39038402	2013-02-02 03:49:49	1
297720341114019841	51.223361	6.779023	2013-02-02 03:57:15	1
297720314064936960	48.76322104	8.93394248	2013-02-02 03:57:08	7
297720345836810240	49.37113817	8.62732524	2013-02-02 03:57:16	1
297720356666486785	49.43838	7.65503056	2013-02-02 03:57:19	7
297720364686000129	51.512048	7.21055248	2013-02-02 03:57:20	1
297720348131078145	53.5027022	9.99589844	2013-02-02 03:57:17	2
297720365088645120	51.512048	7.21055248	2013-02-02 03:57:21	1
297720387398168576	51.15910861	6.66623265	2013-02-02 03:57:26	7
297720393102405633	51.3231582	12.3792777	2013-02-02 03:57:27	5
297720388228640768	51.60649181	7.07397124	2013-02-02 03:57:26	1
297720418154975234	53.55513517	9.98878776	2013-02-02 03:57:33	5
297722244040368128	52.54958714	13.40815365	2013-02-02 04:04:49	7
297722257428606977	50.0143652	8.22008389	2013-02-02 04:04:52	7
297722251770470400	50.10767869	14.54554368	2013-02-02 04:04:50	1
297722266190479360	51.55509675	7.55084881	2013-02-02 04:04:54	1
297722275044675584	50.10936393	8.67482185	2013-02-02 04:04:56	2
297722290542628865	48.1411604	11.5530453	2013-02-02 04:05:00	5
297722285454925825	52.50845324	13.4476964	2013-02-02 04:04:58	7
297722292786573313	48.76319125	8.93398765	2013-02-02 04:05:00	2
297722295781302272	51.95945892	7.62602669	2013-02-02 04:05:01	1
297722301561069568	52.52786948	13.42912598	2013-02-02 04:05:02	5
297722303071010816	52.52786948	13.42912598	2013-02-02 04:05:03	1
297722300701233153	48.54723358	9.17835045	2013-02-02 04:05:02	1
297722307181436928	49.628519	9.728522	2013-02-02 04:05:04	1
297722308074807297	50.10781231	14.54502496	2013-02-02 04:05:04	5
297722314903126017	49.44416611	6.64118163	2013-02-02 04:05:05	7
297722304450920448	52.52786948	13.42912598	2013-02-02 04:05:03	1
297722335425867776	52.55180518	13.4003099	2013-02-02 04:05:10	1
297724061595889664	53.0954576	8.2202846	2013-02-02 04:12:02	1
297724090914070530	49.36	15.027	2013-02-02 04:12:09	1
297724101995413504	48.13471402	11.45168507	2013-02-02 04:12:12	1
297724070303248384	52.55168929	13.40042985	2013-02-02 04:12:04	1
297724116688060417	52.5310011	13.4016827	2013-02-02 04:12:15	1
297724123075973120	52.46846847	13.45736358	2013-02-02 04:12:17	2
297724114075021312	50.36211984	7.59596393	2013-02-02 04:12:14	1
297724127484182528	50.807275	6.8231641	2013-02-02 04:12:18	1
297724135306579968	50.9822434	7.0231419	2013-02-02 04:12:19	1
297724142764036096	50.06120609	14.44412636	2013-02-02 04:12:21	1
297724143695192064	52.55182053	13.40047905	2013-02-02 04:12:21	2
